review_text,good_score
12 oz bottle.  Really unsure as to whether this is as bad or worse than Heineken.  They are both Hollish macro type beers.   Meager offering.,0.0
"Can at home. Cloudy yellow-gold pour with tons - TONS - of sediment and a foamy, white head. Sugary wheat and yeast on the nose, hints of orange and banana. Flavor is alright, bit of dough and yeast, lightly sweet, fruits. Light bodied with lively carbonation. Fruity bubblegum in the finish, modest wheat. Eh, not too impressed - and I do typically enjoy lo ABV brews.",0.0
"Pours a darker brown color with an off-white head.  Aroma is of toffee, caramel, sweet malts, some dark fruits, and a slight hint of nuts.  Flavor starts of with a slight hint of roasted malt with the dark fruits and finishes with toffee and sweet malts.  Not much of a lingering flavor.  Slightly watery on the finish.  This brew is alright but there are plenty out there that are better.",0.0
"Can from supermarket. Sweet smell, a bit lemon-like or something like ice-tea. Also in the taste ice tea or fanta. But also some white beer hints. Very much fizzling in the mouth. Sweetish finish. Could be less (het kon minder) as they should say in Groningen. If I had to choose between the non alcoholic beers I should take this one.",0.0
"Clear, thin, doggy, bitter Czech-style pils. Super dry and a bit hoppy.; Not my favorite.",0.0
"good color, has good light malt flavor, medium body and aftertaste. easy to drink, nice head and laceing",0.0
"typical dutch lager. decent amount of flavour, a tiny bit skunky and refreshing. it is nothing out of the ordinary.",0.0
"UPDATED: AUG 30, 2011 A quirky one. It is almost pilsener-like. It is a surprisingly tasty EPL if you get it fresh and unskunked.",0.0
"Voor een alcohol vrij wit bier, vond ik dit een lekker biertje. Zoete smaak.",0.0
"Blah , boring macro euro lager, avoid it nothing great, just tons of foam, skunk and boring texture. Seriously how many more boring beers do we need.",0.0
White froth and lacing. Cereal aroma. Drinkable cereal flavour. Noticeable hops.,0.0
"I gotta say this beer looked pretty....great head for a lager.  But the smell...oh my god the smell!  As soon as I opened it, my girlfriend said, something smells like a skunk!  It was bad.  Flavor wasnt much better.",0.0
"Bottle 330ml.Clear medium yellow color with a average, frothy, good - fair lacing, mostly diminishing, white to off-white head. Aroma is moderate malty, grain, cabbage water. Flavor is moderate sweet with a average duration. Body is light to medium, texture is watery to oily, carbonation is soft. [20100109]",0.0
"Very clear pale yellow body with a medium frothy white head. Aroma of grains and cherrios once you get past the green bottle syndrome. Grainy and cherrios flavor, with some very faint hops. Body very similar to water (which isnt surprising) and a medium carbonation. Not a bad N/A were it not for the green bottle and its tendency to sit around for a while before sold.",0.0
"bottley, kindly donated by pivnizub - Danke! Clear pale yellow colour with a mid-sized white head. Hoppy nose. Lovely hops dominate the flavour, resiny, herbal and spicy with a floral touch. The malt background lets it down a bit though: grainy and bready.",0.0
"Clear,chestnut. Decent head. Nose of german malt, molasses. Weak palate, has some nice maltiness and some grainy touches but thats about it. Water finish and a piss poor body. Average brew.",0.0
nice dry flavor mild hop. Noting special but enjoyable.  Refreshing and crisp .,0.0
"Pours a dark copper brown with off white head. a little smell of caramel, bread and dark fruits. Taste is not much different with all of those pronounced and the darker grains and fruit in finish. A taste of kiwi in finish added a nice and surprising twist.",0.0
"Nice dark brown with what seem to be some dark greens/greys. Interesting color I havent seen much of.  Small fizzy head, very clear body.  Aroma of hops (hallertauer possibly), and some faint yeast.  Begins with a zip of carbonation and has hints of cane sugar, anise and hops.  Pretty crisp finish with a slightly chewy body that is prone to thinning as it warms.  A good beer, but as has been said, nothing terribly unique.",0.0
"Black cherry, currant- fruityish, candy sugar taste.Seems more Belgian than German, except for the palate- it is thin and crisp, easily downable. On Tap at Yard House, coral Gables. $6.",1.0
"500 ml can from the LCBO. pours light yellow with a small white head. junky nose of crappy malts. crappy malt flavour with a touch of wheat and minimal hops. not good, do not purchase.",0.0
"Draught  Frothy, off-white head which diminishes totally.  Clear, deep-caramel brown coloured.  Faint malty aroma with some notes of hops.  Lightly sweet initial flavour, moderately bitter finish.  The flavour has also some saltiness, but not very hard or annoying,   Lightly bodied.  This is rather complex.  A nice German Dunkel.",0.0
"33cl bottle code 09.12.02 An old beer?? looks black until the light makes it look ruby...thin head smells of sweet malt, figs and raisins, this must have some aged on it.  Just dissapoints after that, thin, not much but some malt...really thin in feel and flavor...a dissapointment but nothing awful...worht trying if you want something that looks and smells like it is a big beer, but then drinks like an AB product.",0.0
"Dark brown, almost black with a thick off-white head.  Thick caramel and chocolate German malt aroma.  Chocolate malt and earthy grains are most dominant.  Finish is sugary sweet, but a little thin, otherwise a pretty good schwarzbier.",0.0
"Dont get me wrong, I love living up north for many, many reasons, but beer selection isnr one of them.  The limited options lead me to try stuff I wouldnt look at twice were I still in Ann Arbor, like this green bottled waste of ingredients.  Why would you take perectly good hops and barley and completely suck the flavor out of them, leaving a metallic, stale residue that simply bores a drinker to tears?  Thre cheers to Mies for rejecting this stuff: that is one bright dog, Joe.",0.0
"Cold 12oz bottle:  Pours a clear straw color with a medium alabaster head that quickly dissolves into a layer,  mostly around the edges, with some lacing.  Light grains, grass, earth and light citrus.  Light bodied, crisp and well carbonated.  Ending is grainy with notes of earth and grass.",0.0
Can. Pours light gold with a foamy white head. Smells grainy. Cooked. Thin and sharply carbonated. Tastes grainy. Hop is detectable. Ok for NA.,0.0
"UPDATED: FEB 5, 2006 Blend Pilsner Urquell and Miller Lite and this is what you get. Thats the best way I can describe it.",0.0
"Boring beer which is very unbalanced in its watery, bitter taste with some alcohol. Pours a nice clear golden color but its taste will not keep you hooked.",0.0
"Bottled (from K Citymarket Kivihaka, Vaasa). Hazy yellow colour, small white head. Aroma is wheat, mild spices as well as some slight cardboardy notes underneath. Flavour is rather similar. Tastes quite much the same along with strong citrus fruity notes. Tastes rather much like a normal wit. If the cardboardyness would be gone it would be a very good low alcohol.",0.0
"Pours dark brown with no head. Aroma is roasted nuts with aslight skunk to it. Had no flavor at all, reminds me of diet pop. I dont know what the purists say a dunkel is but I cant understand this being called one.",0.0
"Rich and creamy, with some subtle dark fruits, mild carbonation, some dark wheat bread maltiness.  A good dark beer, that does not hang on your palate like most dark beers do, this is very crisp and clean, retaining a sensibility that could be drank in large amounts and not kill your palate.",0.0
"Very mild brew here; some malty flavor without being overly strong, roasted earthy dirt flavor, mouthfeel is very flat without any appreciable head after a few minutes.",0.0
"On tap at Tjelsundfergen, OSlo. Fairly light, fairly sweet, rather watery. A bit nutty. A fine thirst-quencher on a Summer day, but it is not much above the ordinary.",0.0
"Dark amber lager look in this schwarzbier. First whiff is full of the typical pilsner smell.  Fortunately, as the beer warms, a malt-molasses aroma predominates.  This rich malt-molassesness dominates the flavor as well.  A tingling sensation encompasses the mouth as the sharp maltness soaks in.  This beer has a large barley-feel. Not bad, but this beer has a quality of staleness.",0.0
"On tap at the Flying Saucer in KC. Pours a deep brown body with a reddish tint. Dense, two-finger width, light brown head that dissipates slowly and leaves a moderate lacing. Aroma is nutty with a medium roast and grainy. Some sweet malts and a light plum on the nose as well. Flavor is roasty and bready. Some dark fruits, nuts, and a hint of citrus with a light sweetness. Finishes slightly dry with a medium lasting aftertaste. Medium bodied, clean, and smooth. Overall, I was anticipating a little more sweetness, but it actually had a nice, clean roasty taste. Not bad at all.",0.0
"12 oz bottle.  Aromas and flavors were pretty skunky.  Funny thing is that I shared this 6 pk with some friends.  Their reaction was that it tasted ""Just Like Heinekin, only smoother....""  Imagine that.... I am guessing that that skunky flavor and aroma was intentional to make it apeal to Heiny drinkersl....crazy",0.0
"Bottle.I had the trendier ""schwarzbier"" labeled edition.Sweet smellin',tasting brew.Better than any other ""dunkel"" I have had so far.I was hoping for a real schwarz and I got a dunkel.It was free and it was decent.Very malty and sweet(needs some hops?)",0.0
"Pale yellow with a small white head. Aroma of cardboard, with hints of grass and metal. Sweet and thin flavour.",0.0
"I gotta say this beer looked pretty....great head for a lager.  But the smell...oh my god the smell!  As soon as I opened it, my girlfriend said, something smells like a skunk!  It was bad.  Flavor wasnt much better.",0.0
"Another pale lager, alas.  Why do I continue to subject myself to the pale golden totally dissipating heads.  The weak skunky aroma awith dry grass.  The bland flavors of stale hops and rotting vegetables.  To notch another rating?  Would I stoop to such a level?  Why, yes, yes I would.",0.0
"Not a schwarzbier as it was described at Paradiso. Pours a clear deep red with a thin, off-white head that leaves no lace. Aroma is maraschino cherries. Taste is black cherry soda. Very easy to drink. Light-bodied. Very doppelbock like- too weak for a schwarzbier and no roast character. Not sure why that would be a ""trendier"" label if its just plain incorrect.",0.0
"very flavorful beer, not bad. i think this is the best dutch beer that ive had so far. goes down easy and has a good flavor to it",0.0
"500ml can (Alepa)	Sweet flowery perfumed erasers aroma, a touch fruity too. Bland and watery body. No idea what it tastes of. Some esters, and some plastic. Maybe some butter or milk. Quite biting metallic hops too. Not good, but hard to pinpoint whats actually bad about it.",0.0
"brownish in color,malty nose ,oxidized,good hop bite, roasty in flavor,oxidized in flavor,with a dry finish",0.0
"330 ml can. Finland.	Clear pale golden colour with small white head.	Fruity citrusy hops and grainy malt in aroma.	Flavour is quite mild with some grass, citrus, flour and grain.	Well carbonated but still thin. Not bad though.",0.0
"Not sure if I on the same page as these reviewers.	Malty caramel aroma, amber purplish color. A bit flat. Taste is sweet, note of grape. Smoky finish with a minor bite of hopes..",1.0
"500ml can, 5% a/v		Very light gold colour, nice thick white head, surprising actually. Aroma is lemons, slight wheat, and something metallic. The taste is uninspiring, light beer average. Tastes like the most generic of light beers actually.. very surprising. Palate is decent enough, though not terribly long lasting. Not what I expected at all? Why import this when you can get Bud Light anywhere?",0.0
"A poor mans Heineken, but probably only half as good. Feels light in the mouth and sparkly. Not great by any means but if you drink non-special beers and are looking for some sophistication, look no farther than this.",0.0
Pours a golden yellow.  Aromas of malts/hops and maybe a hint of some citrus.  Nice sweet malt flavor with a good hop note at the end.,0.0
Dark brown in color. Aroma of malt and caramel. Sweet in taste with roasted malt notes,0.0
"Can 50 cl. Pours a pale golden with a medium white head and a skunky aroma. The taste is thin and skunky hoppy, I tend to like a lot of cheap beers but this one is just rubbish, I dont even drink this when its free. Why do they call this ""bire de luxe""?",0.0
"Bottle, picked up at Systembolaget. Tall, fully diminshing platina blond head. Body is foggy, pale straw.  Lots of banana esters here. Or maybe not?  Smells more like perfumed Banos  (banana chewing candy). A pretty nice whiff of soft wheat malts, though. Light in body of course, soapy mouthfeel. Artificial sweetened banana flavor. Watered down, slight acidic ending. My my my...",0.0
"Poured a rich dark brown with a small white head. Aroma of molasses; body, very thin and watery with a nutty molasses flavor, dry finish.",0.0
Pours a muddy caramel color that is not so appetizing. Flavor is a little too sweet with much of the caramel and nuttiness you expect for the style. Would work well late in a meal with a little vanilla ice cream maybe.,0.0
"Bottled.	Clear yellow coloured with a small white head.	Aroma of malts, corn and caramel.	Flavour of malts and corn with notes of hops.",0.0
"Bottle:  Picked this beauty up at a friends house.  Skunk aromas pours out of the bottle as quickly as the liquid into the glass.  Light malt barely sneaks by the skunk.  Ive smelled skunkier beers so it can get worse.  Therefore I wont give it a 1 in aroma.  Pours a pale yellow with a white head that has some decent retention.  Relatively inoffensive taste because it virtually has none except for a light sweet Euro-lager flavor in the finish.  Not a lot of carbonation.  Very watery.  If not the most flavorless beer Ive ever had, very close.",0.0
"Light hazy yellow body, white head. Aroma of coriander, spices, wheat malt and lemon. Flavour is thin and artificial. Some spicyness.",0.0
"Very skunky aroma, also a little nutty. Pours a clear golden with a small white head. Taste is fairly ordinary and thin. Didnt expect much, and was still dissapointed. I was left with a weird chemical taste in the finish too. Poor.",0.0
"very flavorful beer, not bad. i think this is the best dutch beer that ive had so far. goes down easy and has a good flavor to it",0.0
"Nothing special going on here. Poured dark brown with red edges. Ok initial head that disappeared before long, leaving only mediocre lacing. Aroma was very light coffee. Flavor was watered down coffee with a slightly grassy finish. Decent but not memorable.",0.0
"Bottle from Aldi. Bright white head with a rich gold colored body. The nose was initially a little skunky, but that quickly cleared up. I got bread crust, carrots and potatoes. The taste was bitter bread crust and raw potato. A little bit of black pepper spice in the finish. It is what one would expect.",0.0
Pilsener with spicy opening and then everlasting bitterness. My palate is suffering from this one.,0.0
"In a chilled mug. Poured dark brown (nearly black) with a weak, tan head. Semi-sweet aroma. Mild roasted malt taste with a somewhat unsettling, artificial sweet overtone that seems to dissipate as the mug goes down. Fairly dry finish and fairly thin mouthfeel overall. A middle of the pack schwarzbier in my estimation.",0.0
"I was a bit of a fan of Dutch lagers before purchasing this one, but the only good thing I can say is that it was cheap. I thought that dutch beer was something of a sure thing until I tried this one. Best I can say is that it goes down easily enough, which is good as it's not a beer you want to dwell on. Beware of cheap Dutch beer.",0.0
"Clear,chestnut. Decent head. Nose of german malt, molasses. Weak palate, has some nice maltiness and some grainy touches but thats about it. Water finish and a piss poor body. Average brew.",0.0
"Only marginally better than most mass-produced lagers Ive tried.  Why do I try green bottles???  The aroma is slightly skunky but not as bad as some, color is more golden than most lagers.  The taste is just there---plain and watered-down, no hoppy aftertaste, nothing really.  I dont notice the metallic taste that others have mentioned but in this case it might be a welcome change just because its a taste of any kind!",0.0
"Can 500 ml 	Appearance:  pale golden with crystal look. Large frothy , sparkly white top with fragmental lace.3+Nose:  mineral feel , clean with grassy hop feel, grainy base. Hop aroma short lived.5- Flavor/Palate : thin bodied even for lighter brew. Watery sides with soft mid , wood laced green hop accents. Washed out finish. Very thin on malt et with refreshing hop character. Give this brew a credit.",0.0
"(Bottle) Yellow colour, slightly hazy, with frothy white head. Fruity, wheaty nose with notes of citrus, honey and white bread. Fruity, wheaty taste with citrus (lemon, mandarin), white bread, floral hints of jasmin and white bread. Thin body, with just a touch of sweetness. Quite refreshing and better than expected.",0.0
Can@Home. What a wonderful surprise. This is my favorte non-alcoholic beer from now on. It really has a good Weizen aroma. Flavor is a bit less but still OK. Very refreshing and easy going. I would certainly order a second one.,0.0
"Bought in Italy, branded as Bavaria Classica - assume its this one. Good head but dissipates quickly. Some hop character, bit skunky. Bearable.",0.0
Bottle. Frothy white fair mostly deminishing head. Pale yellow colour. Light malty moderate hoppy aroma. Nice hoppy/bitter flavor. Oily palate.,0.0
From tap at Den tatoverede Enke. Pours clear and golden yellow with a huge white head. Aroma is crisp grassy and bitter. Sweet malty and slight caramlish and vague breadish base flavour. Bitter and grassy finish. Crisp and easy.,0.0
"UPDATED: JUN 4, 2003 This brew pours a medium head of fine to medium sized light brown bubbles and a semi-opaque brown body. It has a nice mild malty aroma. Its flavor is a bit fizzy for a Dunkel and mild with hints of malt and lacking any real distinctive flavor.",0.0
"Typical clear golden color with minimal head.  As soon as the bottle was opened, the skunked aroma was noticeable.  The flavor was slightly acidic, and then mostly sweet.  Not too bad.",0.0
"On tap at the Flying Saucer in KC. Pours a deep brown body with a reddish tint. Dense, two-finger width, light brown head that dissipates slowly and leaves a moderate lacing. Aroma is nutty with a medium roast and grainy. Some sweet malts and a light plum on the nose as well. Flavor is roasty and bready. Some dark fruits, nuts, and a hint of citrus with a light sweetness. Finishes slightly dry with a medium lasting aftertaste. Medium bodied, clean, and smooth. Overall, I was anticipating a little more sweetness, but it actually had a nice, clean roasty taste. Not bad at all.",0.0
"canned - clear bright golden colour, almost no foam, aroma of paperboard with a touch of solvant, oily, sweet and medium-bodied, dry finish with a quite harsh bitterness and a moderate maltiness",0.0
"Good dense white head, gone in secs to white rim; clear golden beer. Grain, vanilla, faint citrus in the nose. Rather dry hoppy taste, at first agreable & nowhere sweet, but finish is metallic, raw. Light MF, very little carbonation. OK industrial pils, better than most.",0.0
"Bottle from Cavie.  Dark pour with a small head.  Aroma is chocolate and gym socks.  Taste is not bad, chocolate, a little roasted, and slight ash.",0.0
"Bottle from Malt & Vine. Pours pale gold with a creamy/foamy white head. Aroma of underlying cooked malt/bread with a good dose of noble hop on top. Unfortunately it has the ""Near Beer"" flavor, and the bitter just cant override that. Hoped for more, based on the aroma.",0.0
Bottle.  Creamy barley malt and grassy hops aroma.  Golden yellow with small head.  Slightly sweet bready malt and grassy hops flavor.  Smooth and easy drinking.  Very nice.,0.0
Bottle. Frothy white fair mostly deminishing head. Pale yellow colour. Light malty moderate hoppy aroma. Nice hoppy/bitter flavor. Oily palate.,0.0
The definition of cheap and inoffensive. The drink you can drink without really noticing.,0.0
"11.2 oz bottle, labeled Schwazbier. Thanks DragonStout! Clear dark ambery brown with an off white head. Sweet, malty nose to go with a sweet, malty flavor, bready. Just a nip of earthy hop late. Nice.",0.0
"0.33l Bottle.  Pours a nice pale yellow with decent head.  Aroma is bready malts, and herbal hoppiness.  Taste is sweet on the front end with a nice herbal hop bite in the finishing.  This medium bodied Pilsner is a great example of the style.",0.0
"a slightly watery version of Heineken with the same light and sweet bready malt with a crisp edge to it. Not bad, but not much of a pilsner either. Consider this a pale lager.",0.0
Can@Home. What a wonderful surprise. This is my favorte non-alcoholic beer from now on. It really has a good Weizen aroma. Flavor is a bit less but still OK. Very refreshing and easy going. I would certainly order a second one.,0.0
Bottle from Albert Heijn. Yellow body with small head. Nose of fruits and citrus. Taste is quite sweet and a bit spicy. Okay. It does miss a vital ingredient though..,0.0
"Canned 500ml. -Found somewhere in Amsterdam. Pale golden coloured, medium sized white head that went away fast, lively carbonation. Rather neutral nose just some week hint of grain. Weak malty, faint hoppy and salty with metallic notes in the finish. Also some brewing cereals and lots of water.",0.0
"Bottle 30 cl. (from Mitra Van Bergen)	Full hazy yellow color, with a thick white head. 	Aroma sweet, malts, wheat and fruits. 	Thin to medium body. Taste sweet, wheat, fruits.",0.0
Pours a golden yellow.  Aromas of malts/hops and maybe a hint of some citrus.  Nice sweet malt flavor with a good hop note at the end.,0.0
"Really cheap beer bought a six pack for only 3.50 dls, nothing special in this beer the classic lager flavour, not bad at all.",0.0
Bottle.  Creamy barley malt and grassy hops aroma.  Golden yellow with small head.  Slightly sweet bready malt and grassy hops flavor.  Smooth and easy drinking.  Very nice.,0.0
"Another in a seemingly endless line of export beers from this brewer.	Not too bad looking, just your typical euro-lager ,pale gold with a small pure white head, loads of carbonation.	For being in a green bottle the aroma is not skunked, just weak, grassy hop, and a scent of malt.	In taste its quite a malt based lager, but hops make a small weak appearance in the back of the tongue and in the fter taste.	Its pretty thin and a bit over carbonated for my palate.	Over all another Euro-lager, it aint bad but it is very far from good.",0.0
"Good dark color with good head and some lacing.  Smell was more like a grain/bread smell than anything else.  Now after say all the good things, the taste was disappointing.  It tasted like a nothing special light beer.",0.0
"bought a 12 pack of this back in charlotte.  why?  dunno it was 9.99 and heineken was 13.99.  taste similar to heineken, but has a weak flavor.  its not that great.  not something i would buy again.",0.0
"Bottle. Huh, I get kind of ticked to see that the US gets one label and Europe gets another for the same, dang beer. This was definitely tasted like a dunkel because it was real malty without much roasted characters. And, it was in a green bottle so surprise, surprise, it was on its way to skunky town. Real disappointing that this beer is put in an inferior bottle with the wrong label.",0.0
"thin metallic hoppy nose, bog standard lager appearance, horrid metallic/chemical flavour, watery, traces of hops??, metallic finish, very thin, the can looks similar to a Heineken cold filtered can and this stuff tastes pretty much as bad.",0.0
"Wow, this is a really interesting beer that flies under the radar.   It is a spartan brew, and can best be described as cold, clean, and direct.  Very smooth and very clean is the beginning.  And the finish is the same-- remarkably smooth and clean.   The middle is surprisingly complex and unexpected, given how the beer begins.  Yes, this brew might be in the same category as Heineken, but it is much smoother and fresher and of higher quality than that middle of the road beer.  Straight from the fridge, this beer is very satisfying and almost intriguing.",0.0
"Pours clear pale golden with nice white head. Aroma is malty and a bit hoppy. malty and slightly hoppy flavor. Thin body, finishes hoppy.",0.0
"first off, green bottles should be destroyed and banned from use in beer bottling. damn the skunk is strong with this one young jedi. but it is a nice dark gold with a clingy white head. taste is actually pretty good for a pale lager. crisp light malt notes that are not overly grainy. finish is dry with some lingering unpleasant sweetness. but overall not bad.",0.0
"I must say that this was a very refresing beer, crisp, not too malty having a clean hoppy finish. All of the ""Schwarzbiers"" ive tasted were real winners, this included.",0.0
"Bottled. Pours a light golden, with a shortlived frothy white head. Aroma is grainy and grassy, rather hoppy. Taste is sweet, slightly sour, and bitter. Medium bitter aftertaste.",0.0
"Bought in Italy, branded as Bavaria Classica - assume its this one. Good head but dissipates quickly. Some hop character, bit skunky. Bearable.",0.0
"Bottle:  Clear straw with almost no head after a couple of seconds, grainy earthy aroma, watery texture, starts and ends lightly bitter with a grassy taste and some green-bottle skunk.",0.0
"Cant smell anything.  Decent beer, not worth searching out and buying again.  I bought a 6pack 4 weeks ago and now just finished the last one..that should tell you everyting.",0.0
Red brownish colour with a very small white head. Flavour of nuts and caramel. A bit on the sweet side for my taste. Medium body.,0.0
This beer says average right down the middle. 	Medium taste of hops and malt I come to expect from a pilsner.,0.0
"Pretty decent lager; nice thick, lasting head. Yellowy colour, light taste, little bitterness.",0.0
Pours dark brown with an off white head. Aroma is sweet malt. Flavor is sweet caramel malt and a bit of hoppy bitterness.,0.0
"Rather clear brownish black color with medium tan head.  This has a very roasted nutty aroma to it with some hoppiness included.  Malty taste with notes of caramelization, coffee, and a carbonated bubbly finish.    I liked this Dukel though it was deceptively labeled as a Schwartzbier.  Next thing you know Ill find a pale lager in a bottle labeled Imperial Stout, because its ""Sexier"".",0.0
"On tap@Tjeldsund, Oslo. Thin beige head over a cloudy, dark amber body. Limited aroma of medium sweet dark malts, notes of hayish hops and metal. Taste is lightly malty-sweet, light roasty , clean and rather sourish. Low hop level. Light to medium body. Feels a little watered down in the mouth. Short, slightly sourish, slightly bitter finish.",0.0
"(Bottle 33 cl) Dark brown with a decent, light-brownish head. Very dry, aromatic hoppiness - not much sweetness from the dark malts. Some roasted notes and only a medium bitter finish. 080100",0.0
Yellow beer with a white head. Corn sweet aroma along a grainy maltyness. Malty and sweet flavor with a light sweaty note.,0.0
"33 cL bottle. Pours clear and golden orange with a small white head. Aroma is dry to acidic cornish, Dry malty and citric flavoured. Dry and cornish flavoured into finish.",0.0
Brown in the glass with a decent white head. Nose is very dry and hoppy. Flavor is much the same. On the palate the beer was rather light and watery. Bitter in the end.,0.0
bottle from aldi. Weird aroma. beer looks like a wit but tastes weird. Gets better along the way but I prefer better wits.,0.0
"Cold 12oz bottle:  Pours a clear straw color with a medium alabaster head that quickly dissolves into a layer,  mostly around the edges, with some lacing.  Light grains, grass, earth and light citrus.  Light bodied, crisp and well carbonated.  Ending is grainy with notes of earth and grass.",0.0
This is Haineken without the skunk. Flavor sucks though. Acidic indigested vomit. Theres nothing more to it.,0.0
"I thought this was the usual crap out of a can, but it is actually drinkable. The looks are not good ofcourse. Aroma of hops. Taste is quite sweet for a pilsener, and not real bitter. Easy to drink. Clean palate.",0.0
From a bottle poured a clear golden color with a fair amount of head.  Kind of a skunky aroma with a similar taste.,0.0
"1/4 inch head - lasted.  excellent lacing.  mine was (incredibly) non-skunked! (been lucky this month!!)  very light malty, center/middle of the toungue taste.  pleasant but not special.",0.0
This is a rather sweet brew. Not very interesting. Some notes of grain in the flavour and finish. A rather metallic aftertaste.,0.0
"Bottle, 0.0%. Teaish aroma, but also a herbal spiciness. Cloudy pale yellow colour. Very small fizzy white head. The flavour is like the aroma, but weaker. Also perfumy and watery. Low bitterness.",0.0
"Appearance: medium reddish-brown with a short, off-white fizzy head and very little lace.  Aroma: dark brown bread, notes of brown sugar, nuts, toast, and a hint of smoke.  Taste: notes of cinnamon toast, sauteed nuts, rootbeer, toffee and dark malts, with a hint of chocolate and licorice.  Finish: Sweet, crisp, slightly metallic and tangy.   Notes: 	Sweet, toasty, lightly drinkable but a little oily in the palate.  The only off note was in the finish.  I like a good schwarzbier, and this was pretty good.  No comparison to a Kostritzer though.",0.0
"Bottled from Systembolaget	Ple golden. Almost no head.	Light citric aroma.	No body, no bitterness. Some malty sweetness.",0.0
"Pours a dark brown, with s small white head. Aroma is sweet roasted malt  with some nuttiness. Flavor is pretty much the same. Clean finish. Very thin beer.",0.0
"watery and bland, heavy caramer not a lot to say about this beer ,I would not recomend or buy it again",0.0
"Bottle. Metallic aroma, watery dry flavor and metallic aftertaste. Thin mouth feel.",0.0
"Rating #641, flaske fra Rema1000 drukket som opvarmning til julebrygsmagning 2011  		Udseende: 3/5 	Halvvejs uklar gul l med et drligt holdbart skum.  		Duft: 5/10 	Der er nogle citrusnoter og en smule lavendel, men der er ogs mere ordinr pilsneragtig malt-aroma end i den gennemsnitlige wit. Man havde vel ogs forventet en forskel nr nu der er tale om en alkoholfri udgave af typen.  		Smag: 5/10 	Blomstret og citrusprget smag; overraskende frisk og behagelig. Den sdvanlige ugrede smag fra alkoholfri l, findes kun svagt i baggrunden. llen er derudover dog ikke noget specielt, og eftersmagen er kun meget svagt bitter, og egentlig mest prget af maltsdme.  		Mundflelse: 4/5  	Ganske gennemsnitlig fylde og let cremet, men jeg bliver ndt til at give den 4 i stedet for 3 , ganske simpelt fordi det er en imponerende fylde for en alkoholfri l. Kulsyremngden understreger det friske indtryk fra citrus og lavendel.  		Alt i alt: 11/20",0.0
"Bottle.  Moderately sweet bready aroma.  Gold amber body, small white head.  Sweet bready flavor, hint of citrus.  Refreshing.  Quite nice.",0.0
"was sold this crap on the plane, was warm and fizzy. probably the airlines fault, not the beers.",0.0
"One of the best non-alcoholic beers Ive had. Funny enough this wit is better than so many with alcohol. It is nice that taste of citrus is so strong in this one, like it should. But the beer is not getting full score, taste just does not last more half minute which is not enough for me.",0.0
Source:12 oz bottle from Mount Juliet Beer Company	Glass:Sam Adams perfect pint. 	Appearance:Dark amber pour with a one finger off white head.  	Aroma:Aroma was caramel and green bottle funk. 	Flavor:Sweet malts with a metallic finish. 	Palate:Medium body with solid carbonation.	Overall:Pretty sub par.  Green bottles are gross.,0.0
"Another decent value from Bavaria. Your average dutch pilslager. Nice malty aroma, with the least bit of skunk. Long mild hop finish. Clean drinking, and not clingy like some of their other brews.  This appears to be brewed by H-West for Bavaria, picked this up in Orlando, FL, and I extend the possibility that this might be another of Bavaria's brews under an export label.  I'm not sure what the relationship is there.",0.0
"UPDATED: JUN 9, 2006 Full bottle, 6/9/06. Poured straight into a dimpled mug, raising a big stiff ecru foam. Kind of a sugary smell. No skunk here, even though it had been sitting on the loose bottle shelf. Definitely not a schwarzbier in taste, but a nice, easy dunkel. A bit thin on mouthfeel, and the sugar and graininess make a cousin to an American dark beer, but not in a bad way Easy drinking (if that head would ever go down), just a bit of bitter after-taste and milk sugar. Relatively light in alcohol and priced as an everyday beer.	Sampler from bottled labeled ""Schwartzbier,"" Mar 6/06 Ah, no wonder this wasnt quite so black as other Schwartz Ive had. Distinctively brown in color and light in body. The green bottle allowed this import to get a bit skunked. Offers some toffee and caramel notes.",0.0
"Malt city, grainy smell and syrupy texture. Very little hop presence to my nose/taste. I didnt sense Saaziness at all. Could this be oxidation? The best before dates were not notched, but instead it had a Code Number that looked suspiciously like a  date (09 12 02). Anybody have a bottle handy?",0.0
"Blind tasting on 09/26/2010 as Ruddy Duck IPA. Slightly hazy orange body with medium rocky off-white head that persists. Spicy fruity hop aroma. Spicy, fruity and citrus hop flavor. Medium body with moderately high carbonation.",1.0
"Coffee and roated tones with a typical German taste.  Very drinkable and enjoyable.  Smooth, slightly skunky bottle.  Good value for the $.",0.0
"Can from the LCBO- A pale straw pour with a fizzy and short lived white fizz. Nose of straw, pale malts, some grains, a big grassy. Weak flavour profile, almost flavourless. Watery sweet grains and malts with only a touch of hops. Pretty weak.",0.0
"12oz Bottle: Pale yellow, lightly fizzy, some lacing. The nose is strong with husk, alcohol and sweet cheap malts and light floor grade hops. The flavor is either a bit more bitter than I expected, or just kinda zesty and acidic from the carbonation. I thinking the latter, but it almost comes across like a snappy pilsener. Finishes thin, watery, no biscuit or toast or any other yummy bavarian lager type goodies. A typical export lager sold as a cheap alternative to the big boys.",0.0
"Can at Ungstrup.	Cloudy pale yellow coloured with a small white head.	Fruity aroma of malts, citrus and candies.	Fruity flavour of caramel, spices and candies.	Sweet finish.	Quite good for a non alcoholic beer.",0.0
"Sample @ Coles German Tasting. Light brown pour, mild roasty aroma. Taste is medium roasted malts, caramel sweetness. Body is light, easy to drink, decent",0.0
